,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,data_row_count
GSM1524040,T60,GSM1524040,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 60,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524040/suppl/GSM1524040_INT201201-4-1_Tr_60_HG-U133_Plus_2_.CEL.gz,54675
GSM1524041,T61,GSM1524041,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 61,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524041/suppl/GSM1524041_INT201201-4-1_Tr_61_HG-U133_Plus_2_.CEL.gz,54675
GSM1524042,T62,GSM1524042,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 62,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524042/suppl/GSM1524042_INT201201-4-1_Tr_62_HG-U133_Plus_2_.CEL.gz,54675
GSM1524043,T63,GSM1524043,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 63,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524043/suppl/GSM1524043_INT201201-4-1_Tr_63_HG-U133_Plus_2_.CEL.gz,54675
GSM1524044,T64,GSM1524044,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 64,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524044/suppl/GSM1524044_INT201201-4-1_Tr_64_HG-U133_Plus_2_.CEL.gz,54675
GSM1524045,T68,GSM1524045,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 68,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524045/suppl/GSM1524045_INT201201-4-1_Tr_68_HG-U133_Plus_2_.CEL.gz,54675
GSM1524046,T75,GSM1524046,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 75,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524046/suppl/GSM1524046_INT201201-4-1_Tr_75_HG-U133_Plus_2_.CEL.gz,54675
GSM1524047,T77,GSM1524047,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 77,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524047/suppl/GSM1524047_INT201201-4-1_Tr_77_HG-U133_Plus_2_.CEL.gz,54675
GSM1524048,T78,GSM1524048,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 78,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524048/suppl/GSM1524048_INT201201-4-1_Tr_78_HG-U133_Plus_2_.CEL.gz,54675
GSM1524049,T79,GSM1524049,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 79,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524049/suppl/GSM1524049_INT201201-4-1_Tr_79_HG-U133_Plus_2_.CEL.gz,54675
GSM1524050,T80,GSM1524050,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 80,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524050/suppl/GSM1524050_INT201201-4-1_Tr_80_HG-U133_Plus_2_.CEL.gz,54675
GSM1524051,T81,GSM1524051,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 81,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524051/suppl/GSM1524051_INT201201-4-1_Tr_81_HG-U133_Plus_2_.CEL.gz,54675
GSM1524052,T83,GSM1524052,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 83,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524052/suppl/GSM1524052_INT201201-4-1_Tr_83_HG-U133_Plus_2_.CEL.gz,54675
GSM1524053,T84,GSM1524053,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 84,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524053/suppl/GSM1524053_INT201201-4-1_Tr_84_HG-U133_Plus_2_.CEL.gz,54675
GSM1524054,T85,GSM1524054,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 85,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524054/suppl/GSM1524054_INT201201-4-1_Tr_85_HG-U133_Plus_2_.CEL.gz,54675
GSM1524055,T86,GSM1524055,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 86,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524055/suppl/GSM1524055_INT201201-4-1_Tr_86_HG-U133_Plus_2_.CEL.gz,54675
GSM1524056,T88,GSM1524056,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 88,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524056/suppl/GSM1524056_INT201201-4-1_Tr_88_HG-U133_Plus_2_.CEL.gz,54675
GSM1524057,T90,GSM1524057,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 90,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524057/suppl/GSM1524057_INT201201-4-1_Tr_90_HG-U133_Plus_2_.CEL.gz,54675
GSM1524058,T91,GSM1524058,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 91,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524058/suppl/GSM1524058_INT201201-4-1_Tr_91_HG-U133_Plus_2_.CEL.gz,54675
GSM1524059,T93,GSM1524059,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 93,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1524nnn/GSM1524059/suppl/GSM1524059_INT201201-4-1_Tr_93_HG-U133_Plus_2_.CEL.gz,54675
